Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
2.48000000,0.32445656,0.32576746,2.47189309,2.47189550,-0.00009729,0.587562 µm.
2.48000000,0.32445656,0.32576746,2.47189309,2.47189550,-0.00009729,0.587562 µm.
3.10000000,0.32025596,0.32227201,3.08986468,3.08986937,-0.00015186,0.587562 µm.
3.10000000,0.32025596,0.32227201,3.08986468,3.08986937,-0.00015186,0.587562 µm.
3.72000000,0.31514205,0.31801074,3.70783515,3.70784324,-0.00021840,0.587562 µm.
3.72000000,0.31514205,0.31801074,3.70783515,3.70784324,-0.00021840,0.587562 µm.
4.34000000,0.30912391,0.31299021,4.32580428,4.32581712,-0.00029683,0.587562 µm.
4.34000000,0.30912391,0.31299021,4.32580428,4.32581712,-0.00029683,0.587562 µm.
4.96000000,0.30221228,0.30721816,4.94377186,4.94379099,-0.00038704,0.587562 µm.
4.96000000,0.30221228,0.30721816,4.94377186,4.94379099,-0.00038704,0.587562 µm.
5.58000000,0.29441952,0.30070350,5.56173768,5.56176487,-0.00048889,0.587562 µm.
5.58000000,0.29441952,0.30070350,5.56173768,5.56176487,-0.00048889,0.587562 µm.
6.20000000,0.28575961,0.29345632,6.17970152,6.17973874,-0.00060226,0.587562 µm.
6.20000000,0.28575961,0.29345632,6.17970152,6.17973874,-0.00060226,0.587562 µm.
6.82000000,0.27624811,0.28548787,6.79766320,6.79771261,-0.00072698,0.587562 µm.
6.82000000,0.27624811,0.28548787,6.79766320,6.79771261,-0.00072698,0.587562 µm.
7.44000000,0.26590218,0.27681057,7.41562250,7.41568649,-0.00086288,0.587562 µm.
7.44000000,0.26590218,0.27681057,7.41562250,7.41568649,-0.00086288,0.587562 µm.
8.06000000,0.25474056,0.26743797,8.03357924,8.03366036,-0.00100977,0.587562 µm.
8.06000000,0.25474056,0.26743797,8.03357924,8.03366036,-0.00100977,0.587562 µm.
8.68000000,0.24278353,0.25738479,8.65153323,8.65163424,-0.00116745,0.587562 µm.
8.68000000,0.24278353,0.25738479,8.65153323,8.65163424,-0.00116745,0.587562 µm.
9.30000000,0.23005291,0.24666684,9.26948430,9.26960811,-0.00133568,0.587562 µm.
9.30000000,0.23005291,0.24666684,9.26948430,9.26960811,-0.00133568,0.587562 µm.
9.92000000,0.21657202,0.23530110,9.88743226,9.88758199,-0.00151423,0.587562 µm.
9.92000000,0.21657202,0.23530110,9.88743226,9.88758199,-0.00151423,0.587562 µm.
10.54000000,0.20236569,0.22330563,10.50537697,10.50555586,-0.00170284,0.587562 µm.
10.54000000,0.20236569,0.22330563,10.50537697,10.50555586,-0.00170284,0.587562 µm.
11.16000000,0.18746021,0.21069960,11.12331825,11.12352973,-0.00190124,0.587562 µm.
11.16000000,0.18746021,0.21069960,11.12331825,11.12352973,-0.00190124,0.587562 µm.
11.78000000,0.17188331,0.19750327,11.74125596,11.74150361,-0.00210913,0.587562 µm.
11.78000000,0.17188331,0.19750327,11.74125596,11.74150361,-0.00210913,0.587562 µm.
12.40000000,0.15566416,0.18373799,12.35918997,12.35947748,-0.00232621,0.587562 µm.
12.40000000,0.15566416,0.18373799,12.35918997,12.35947748,-0.00232621,0.587562 µm.
13.02000000,0.13883330,0.16942615,12.97712015,12.97745136,-0.00255216,0.587562 µm.
13.02000000,0.13883330,0.16942615,12.97712015,12.97745136,-0.00255216,0.587562 µm.
13.64000000,0.12142264,0.15459122,13.59504638,13.59542523,-0.00278663,0.587562 µm.
13.64000000,0.12142264,0.15459122,13.59504638,13.59542523,-0.00278663,0.587562 µm.
14.26000000,0.10346544,0.13925769,14.21296854,14.21339910,-0.00302927,0.587562 µm.
14.26000000,0.10346544,0.13925769,14.21296854,14.21339910,-0.00302927,0.587562 µm.
14.88000000,0.08499623,0.12345107,14.83088655,14.83137298,-0.00327970,0.587562 µm.
14.88000000,0.08499623,0.12345107,14.83088655,14.83137298,-0.00327970,0.587562 µm.
15.50000000,0.06605086,0.10719792,15.44880033,15.44934685,-0.00353753,0.587562 µm.
15.50000000,0.06605086,0.10719792,15.44880033,15.44934685,-0.00353753,0.587562 µm.
16.12000000,0.04666640,0.09052574,16.06670979,16.06732073,-0.00380235,0.587562 µm.
16.12000000,0.04666640,0.09052574,16.06670979,16.06732073,-0.00380235,0.587562 µm.
16.74000000,0.02688111,0.07346306,16.68461489,16.68529460,-0.00407373,0.587562 µm.
16.74000000,0.02688111,0.07346306,16.68461489,16.68529460,-0.00407373,0.587562 µm.
17.36000000,0.00673445,0.05603934,17.30251557,17.30326847,-0.00435123,0.587562 µm.
17.36000000,0.00673445,0.05603934,17.30251557,17.30326847,-0.00435123,0.587562 µm.
17.98000000,-0.01373300,0.03828502,17.92041181,17.92124235,-0.00463439,0.587562 µm.
17.98000000,-0.01373300,0.03828502,17.92041181,17.92124235,-0.00463439,0.587562 µm.
18.60000000,-0.03447953,0.02023146,18.53830359,18.53921622,-0.00492273,0.587562 µm.
18.60000000,-0.03447953,0.02023146,18.53830359,18.53921622,-0.00492273,0.587562 µm.
19.22000000,-0.05546241,0.00191094,19.15619091,19.15719010,-0.00521575,0.587562 µm.
19.22000000,-0.05546241,0.00191094,19.15619091,19.15719010,-0.00521575,0.587562 µm.
19.84000000,-0.07663785,-0.01664335,19.77407378,19.77516397,-0.00551295,0.587562 µm.
19.84000000,-0.07663785,-0.01664335,19.77407378,19.77516397,-0.00551295,0.587562 µm.
20.46000000,-0.09796108,-0.03539734,20.39195223,20.39313784,-0.00581378,0.587562 µm.
20.46000000,-0.09796108,-0.03539734,20.39195223,20.39313784,-0.00581378,0.587562 µm.
21.08000000,-0.11938639,-0.05431608,21.00982632,21.01111172,-0.00611770,0.587562 µm.
21.08000000,-0.11938639,-0.05431608,21.00982632,21.01111172,-0.00611770,0.587562 µm.
21.70000000,-0.14086716,-0.07336376,21.62769611,21.62908559,-0.00642414,0.587562 µm.
21.70000000,-0.14086716,-0.07336376,21.62769611,21.62908559,-0.00642414,0.587562 µm.
22.32000000,-0.16235591,-0.09250375,22.24556168,22.24705947,-0.00673251,0.587562 µm.
22.32000000,-0.16235591,-0.09250375,22.24556168,22.24705947,-0.00673251,0.587562 µm.
22.94000000,-0.18380433,-0.11169857,22.86342314,22.86503334,-0.00704221,0.587562 µm.
22.94000000,-0.18380433,-0.11169857,22.86342314,22.86503334,-0.00704221,0.587562 µm.
23.56000000,-0.20516335,-0.13090995,23.48128060,23.48300722,-0.00735262,0.587562 µm.
23.56000000,-0.20516335,-0.13090995,23.48128060,23.48300722,-0.00735262,0.587562 µm.
