Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
2.10000000,0.02236193,0.02370858,2.09965672,2.09939677,0.01238249,0.587562 µm.
2.10000000,0.02236193,0.02370858,2.09965672,2.09939677,0.01238249,0.587562 µm.
2.31000000,0.02167388,0.02330124,2.30968240,2.30933644,0.01498092,0.587562 µm.
2.31000000,0.02167388,0.02330124,2.30968240,2.30933644,0.01498092,0.587562 µm.
2.52000000,0.02092341,0.02285636,2.51972521,2.51927612,0.01782608,0.587562 µm.
2.52000000,0.02092341,0.02285636,2.51972521,2.51927612,0.01782608,0.587562 µm.
2.73000000,0.02011142,0.02237428,2.72978669,2.72921580,0.02091774,0.587562 µm.
2.73000000,0.02011142,0.02237428,2.72978669,2.72921580,0.02091774,0.587562 µm.
2.94000000,0.01923892,0.02185537,2.93986839,2.93915547,0.02425570,0.587562 µm.
2.94000000,0.01923892,0.02185537,2.93986839,2.93915547,0.02425570,0.587562 µm.
3.15000000,0.01830700,0.02130003,3.14997185,3.14909515,0.02783970,0.587562 µm.
3.15000000,0.01830700,0.02130003,3.14997185,3.14909515,0.02783970,0.587562 µm.
3.36000000,0.01731680,0.02070869,3.36009862,3.35903483,0.03166949,0.587562 µm.
3.36000000,0.01731680,0.02070869,3.36009862,3.35903483,0.03166949,0.587562 µm.
3.57000000,0.01626957,0.02008181,3.57025023,3.56897450,0.03574479,0.587562 µm.
3.57000000,0.01626957,0.02008181,3.57025023,3.56897450,0.03574479,0.587562 µm.
3.78000000,0.01516663,0.01941989,3.78042821,3.77891418,0.04006531,0.587562 µm.
3.78000000,0.01516663,0.01941989,3.78042821,3.77891418,0.04006531,0.587562 µm.
3.99000000,0.01400935,0.01872344,3.99063411,3.98885386,0.04463073,0.587562 µm.
3.99000000,0.01400935,0.01872344,3.99063411,3.98885386,0.04463073,0.587562 µm.
4.20000000,0.01279921,0.01799302,4.20086945,4.19879353,0.04944072,0.587562 µm.
4.20000000,0.01279921,0.01799302,4.20086945,4.19879353,0.04944072,0.587562 µm.
4.41000000,0.01153777,0.01722920,4.41113575,4.40873321,0.05449493,0.587562 µm.
4.41000000,0.01153777,0.01722920,4.41113575,4.40873321,0.05449493,0.587562 µm.
4.62000000,0.01022663,0.01643259,4.62143453,4.61867289,0.05979299,0.587562 µm.
4.62000000,0.01022663,0.01643259,4.62143453,4.61867289,0.05979299,0.587562 µm.
4.83000000,0.00886750,0.01560385,4.83176732,4.82861256,0.06533452,0.587562 µm.
4.83000000,0.00886750,0.01560385,4.83176732,4.82861256,0.06533452,0.587562 µm.
5.04000000,0.00746215,0.01474362,5.04213561,5.03855224,0.07111911,0.587562 µm.
5.04000000,0.00746215,0.01474362,5.04213561,5.03855224,0.07111911,0.587562 µm.
5.25000000,0.00601244,0.01385263,5.25254094,5.24849192,0.07714633,0.587562 µm.
5.25000000,0.00601244,0.01385263,5.25254094,5.24849192,0.07714633,0.587562 µm.
5.46000000,0.00452027,0.01293159,5.46298479,5.45843159,0.08341576,0.587562 µm.
5.46000000,0.00452027,0.01293159,5.46298479,5.45843159,0.08341576,0.587562 µm.
5.67000000,0.00298765,0.01198128,5.67346866,5.66837127,0.08992691,0.587562 µm.
5.67000000,0.00298765,0.01198128,5.67346866,5.66837127,0.08992691,0.587562 µm.
5.88000000,0.00141665,0.01100247,5.88399406,5.87831095,0.09667933,0.587562 µm.
5.88000000,0.00141665,0.01100247,5.88399406,5.87831095,0.09667933,0.587562 µm.
6.09000000,-0.00019061,0.00999599,6.09456247,6.08825062,0.10367251,0.587562 µm.
6.09000000,-0.00019061,0.00999599,6.09456247,6.08825062,0.10367251,0.587562 µm.
6.30000000,-0.00183190,0.00896270,6.30517537,6.29819030,0.11090594,0.587562 µm.
6.30000000,-0.00183190,0.00896270,6.30517537,6.29819030,0.11090594,0.587562 µm.
6.51000000,-0.00350495,0.00790347,6.51583424,6.50812998,0.11837908,0.587562 µm.
6.51000000,-0.00350495,0.00790347,6.51583424,6.50812998,0.11837908,0.587562 µm.
6.72000000,-0.00520741,0.00681921,6.72654056,6.71806965,0.12609138,0.587562 µm.
6.72000000,-0.00520741,0.00681921,6.72654056,6.71806965,0.12609138,0.587562 µm.
6.93000000,-0.00693686,0.00571087,6.93729579,6.92800933,0.13404227,0.587562 µm.
6.93000000,-0.00693686,0.00571087,6.93729579,6.92800933,0.13404227,0.587562 µm.
7.14000000,-0.00869083,0.00457942,7.14810140,7.13794901,0.14223116,0.587562 µm.
7.14000000,-0.00869083,0.00457942,7.14810140,7.13794901,0.14223116,0.587562 µm.
7.35000000,-0.01046677,0.00342587,7.35895883,7.34788869,0.15065744,0.587562 µm.
7.35000000,-0.01046677,0.00342587,7.35895883,7.34788869,0.15065744,0.587562 µm.
7.56000000,-0.01226206,0.00225123,7.56986953,7.55782836,0.15932049,0.587562 µm.
7.56000000,-0.01226206,0.00225123,7.56986953,7.55782836,0.15932049,0.587562 µm.
7.77000000,-0.01407402,0.00105659,7.78083495,7.76776804,0.16821967,0.587562 µm.
7.77000000,-0.01407402,0.00105659,7.78083495,7.76776804,0.16821967,0.587562 µm.
7.98000000,-0.01589994,-0.00015697,7.99185652,7.97770772,0.17735430,0.587562 µm.
7.98000000,-0.01589994,-0.00015697,7.99185652,7.97770772,0.17735430,0.587562 µm.
8.19000000,-0.01773700,-0.00138833,8.20293567,8.18764739,0.18672370,0.587562 µm.
8.19000000,-0.01773700,-0.00138833,8.20293567,8.18764739,0.18672370,0.587562 µm.
8.40000000,-0.01958236,-0.00263633,8.41407382,8.39758707,0.19632719,0.587562 µm.
8.40000000,-0.01958236,-0.00263633,8.41407382,8.39758707,0.19632719,0.587562 µm.
8.61000000,-0.02143311,-0.00389978,8.62527237,8.60752675,0.20616403,0.587562 µm.
8.61000000,-0.02143311,-0.00389978,8.62527237,8.60752675,0.20616403,0.587562 µm.
8.82000000,-0.02328629,-0.00517748,8.83653274,8.81746642,0.21623348,0.587562 µm.
8.82000000,-0.02328629,-0.00517748,8.83653274,8.81746642,0.21623348,0.587562 µm.
9.03000000,-0.02513887,-0.00646818,9.04785632,9.02740610,0.22653480,0.587562 µm.
9.03000000,-0.02513887,-0.00646818,9.04785632,9.02740610,0.22653480,0.587562 µm.
9.24000000,-0.02698781,-0.00777061,9.25924449,9.23734578,0.23706721,0.587562 µm.
9.24000000,-0.02698781,-0.00777061,9.25924449,9.23734578,0.23706721,0.587562 µm.
9.45000000,-0.02882997,-0.00908345,9.47069865,9.44728545,0.24782991,0.587562 µm.
9.45000000,-0.02882997,-0.00908345,9.47069865,9.44728545,0.24782991,0.587562 µm.
9.66000000,-0.03066221,-0.01040538,9.68222016,9.65722513,0.25882209,0.587562 µm.
9.66000000,-0.03066221,-0.01040538,9.68222016,9.65722513,0.25882209,0.587562 µm.
9.87000000,-0.03248133,-0.01173503,9.89381039,9.86716481,0.27004293,0.587562 µm.
9.87000000,-0.03248133,-0.01173503,9.89381039,9.86716481,0.27004293,0.587562 µm.
